"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2539","example56.spec","Playwright CRX","Mon Apr 06 12:50:29 IST 2026","passed","Mon Apr 06 12:50:32 IST 2026","","Playwright CRX Tests","",""
