"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","506","Failed login with invalid password","BDD / Cucumber","Thu Apr 02 14:12:18 IST 2026","failed","Thu Apr 02 14:12:19 IST 2026","","User Login","",""
"","1051","Successful login with valid credentials","BDD / Cucumber","Thu Apr 02 14:12:18 IST 2026","failed","Thu Apr 02 14:12:19 IST 2026","","User Login","",""
