"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2025","Successful login with valid credentials","BDD / Cucumber","Thu Apr 02 14:44:22 IST 2026","failed","Thu Apr 02 14:44:24 IST 2026","","User Login","",""
"","757","Failed login with invalid password","BDD / Cucumber","Thu Apr 02 14:44:23 IST 2026","failed","Thu Apr 02 14:44:24 IST 2026","","User Login","",""
