"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","554","Failed login with invalid password","BDD / Cucumber","Thu Apr 02 14:08:44 IST 2026","failed","Thu Apr 02 14:08:45 IST 2026","","User Login","",""
"","1145","Successful login with valid credentials","BDD / Cucumber","Thu Apr 02 14:08:44 IST 2026","failed","Thu Apr 02 14:08:45 IST 2026","","User Login","",""
