"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1422","Successful login with valid credentials","BDD / Cucumber","Thu Apr 02 14:06:32 IST 2026","failed","Thu Apr 02 14:06:33 IST 2026","","User Login","",""
"","763","Failed login with invalid password","BDD / Cucumber","Thu Apr 02 14:06:32 IST 2026","failed","Thu Apr 02 14:06:33 IST 2026","","User Login","",""
