"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2218","Login Test Script1","Playwright CRX","Mon Apr 06 17:53:06 IST 2026","failed","Mon Apr 06 17:53:08 IST 2026","","Playwright CRX Tests","",""
