"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","906","Failed login with invalid password","BDD / Cucumber","Thu Apr 02 13:55:44 IST 2026","failed","Thu Apr 02 13:55:45 IST 2026","","User Login","",""
"","1645","Successful login with valid credentials","BDD / Cucumber","Thu Apr 02 13:55:43 IST 2026","failed","Thu Apr 02 13:55:45 IST 2026","","User Login","",""
